NODES	DATETIME	AUTOMATION_RCVD	WL_BUILD	WL_RELEASE
MUT2	2019-11-05 23:00:00	318	NA	NA
MUT2	2019-11-06 00:00:00	54	NA	NA
P612-1	2019-11-01 00:00:00	133	NA	NA
P612-1	2019-11-01 01:00:00	508	NA	NA
P612-1	2019-11-01 02:00:00	559	NA	NA
P612-1	2019-11-01 03:00:00	560	NA	NA
P612-1	2019-11-01 04:00:00	388	NA	NA
P612-1	2019-11-01 05:00:00	392	NA	NA
P612-1	2019-11-01 06:00:00	173	NA	NA
P612-1	2019-11-01 07:00:00	125	NA	NA
P612-1	2019-11-01 08:00:00	375	NA	NA
P612-1	2019-11-01 09:00:00	873	NA	NA
P612-1	2019-11-01 10:00:00	751	NA	NA
P612-1	2019-11-01 11:00:00	750	NA	NA
P612-1	2019-11-01 12:00:00	125	NA	NA
P612-1	2019-11-01 20:00:00	329	NA	NA
P612-1	2019-11-01 21:00:00	533	NA	NA
P612-1	2019-11-01 22:00:00	488	NA	NA
P612-1	2019-11-01 23:00:00	347	NA	NA
P612-1	2019-11-02 00:00:00	420	NA	NA
P612-1	2019-11-02 01:00:00	240	NA	NA
P612-1	2019-11-02 02:00:00	549	NA	NA
P612-1	2019-11-02 03:00:00	501	NA	NA
P612-1	2019-11-02 04:00:00	527	NA	NA
P612-1	2019-11-02 05:00:00	400	NA	NA
P612-1	2019-11-02 07:00:00	124	NA	NA
P612-1	2019-11-02 08:00:00	750	NA	NA
P612-1	2019-11-02 09:00:00	751	NA	NA
P612-1	2019-11-02 10:00:00	624	NA	NA
P612-1	2019-11-02 11:00:00	749	NA	NA
P612-1	2019-11-02 12:00:00	552	NA	NA
P612-1	2019-11-03 21:00:00	167	NA	NA
P612-1	2019-11-03 22:00:00	526	NA	NA
P612-1	2019-11-03 23:00:00	516	NA	NA
P612-1	2019-11-04 21:00:00	182	NA	NA
P612-1	2019-11-04 22:00:00	527	NA	NA
P612-1	2019-11-04 23:00:00	502	NA	NA
P612-1	2019-11-05 00:00:00	431	NA	NA
P612-1	2019-11-05 01:00:00	212	NA	NA
P612-1	2019-11-05 02:00:00	571	NA	NA
P612-1	2019-11-05 03:00:00	551	NA	NA
P612-1	2019-11-05 04:00:00	562	NA	NA
P612-1	2019-11-05 05:00:00	504	NA	NA
P612-1	2019-11-05 06:00:00	477	NA	NA
P612-1	2019-11-05 07:00:00	500	NA	NA
P612-1	2019-11-05 08:00:00	363	NA	NA
P612-1	2019-11-05 09:00:00	874	NA	NA
P612-1	2019-11-05 10:00:00	751	NA	NA
P612-1	2019-11-05 11:00:00	374	NA	NA
P612-1	2019-11-05 12:00:00	1	NA	NA
P612-1	2019-11-05 21:00:00	221	NA	NA
P612-1	2019-11-05 22:00:00	551	NA	NA
P612-1	2019-11-05 23:00:00	529	NA	NA
P612-1	2019-11-06 00:00:00	277	NA	NA
P612-2	2019-11-01 00:00:00	161	NA	NA
P612-2	2019-11-01 01:00:00	501	NA	NA
P612-2	2019-11-01 02:00:00	537	NA	NA
P612-2	2019-11-01 03:00:00	571	NA	NA
P612-2	2019-11-01 04:00:00	393	NA	NA
P612-2	2019-11-01 05:00:00	441	NA	NA
P612-2	2019-11-01 06:00:00	239	NA	NA
P612-2	2019-11-01 07:00:00	125	NA	NA
P612-2	2019-11-01 08:00:00	500	NA	NA
P612-2	2019-11-01 09:00:00	750	NA	NA
P612-2	2019-11-01 20:00:00	326	NA	NA
P612-2	2019-11-01 21:00:00	491	NA	NA
P612-2	2019-11-01 22:00:00	215	NA	NA
P612-2	2019-11-01 23:00:00	408	NA	NA
P612-2	2019-11-02 00:00:00	399	NA	NA
P612-2	2019-11-02 01:00:00	197	NA	NA
P612-2	2019-11-02 02:00:00	487	NA	NA
P612-2	2019-11-02 03:00:00	440	NA	NA
P612-2	2019-11-02 04:00:00	487	NA	NA
P612-2	2019-11-02 05:00:00	434	NA	NA
P612-2	2019-11-02 07:00:00	321	NA	NA
P612-2	2019-11-02 08:00:00	663	NA	NA
P612-2	2019-11-02 09:00:00	625	NA	NA
P612-2	2019-11-02 10:00:00	625	NA	NA
P612-2	2019-11-02 11:00:00	748	NA	NA
P612-2	2019-11-03 20:00:00	182	NA	NA
P612-2	2019-11-03 21:00:00	527	NA	NA
P612-2	2019-11-03 22:00:00	551	NA	NA
P612-2	2019-11-03 23:00:00	112	NA	NA
P612-2	2019-11-04 20:00:00	233	NA	NA
P612-2	2019-11-04 21:00:00	503	NA	NA
P612-2	2019-11-04 22:00:00	407	NA	NA
P612-2	2019-11-04 23:00:00	407	NA	NA
P612-2	2019-11-05 00:00:00	218	NA	NA
P612-2	2019-11-05 01:00:00	535	NA	NA
P612-2	2019-11-05 02:00:00	468	NA	NA
P612-2	2019-11-05 03:00:00	476	NA	NA
P612-2	2019-11-05 04:00:00	507	NA	NA
P612-2	2019-11-05 05:00:00	479	NA	NA
P612-2	2019-11-05 06:00:00	519	NA	NA
P612-2	2019-11-05 07:00:00	57	NA	NA
P612-2	2019-11-05 08:00:00	627	NA	NA
P612-2	2019-11-05 09:00:00	750	NA	NA
P612-2	2019-11-05 10:00:00	750	NA	NA
P612-2	2019-11-05 11:00:00	125	NA	NA
P612-2	2019-11-05 20:00:00	248	NA	NA
P612-2	2019-11-05 21:00:00	522	NA	NA
P612-2	2019-11-05 22:00:00	525	NA	NA
P612-2	2019-11-05 23:00:00	450	NA	NA
P612-2	2019-11-06 00:00:00	20	NA	NA
P612-3	2019-11-01 00:00:00	158	NA	NA
P612-3	2019-11-01 01:00:00	542	NA	NA
P612-3	2019-11-01 02:00:00	577	NA	NA
P612-3	2019-11-01 03:00:00	576	NA	NA
P612-3	2019-11-01 04:00:00	432	NA	NA
P612-3	2019-11-01 05:00:00	339	NA	NA
P612-3	2019-11-01 06:00:00	212	NA	NA
P612-3	2019-11-01 07:00:00	250	NA	NA
P612-3	2019-11-01 08:00:00	500	NA	NA
P612-3	2019-11-01 09:00:00	1000	NA	NA
P612-3	2019-11-01 10:00:00	750	NA	NA
P612-3	2019-11-01 11:00:00	875	NA	NA
P612-3	2019-11-01 12:00:00	571	NA	NA
P612-3	2019-11-01 20:00:00	338	NA	NA
P612-3	2019-11-01 21:00:00	596	NA	NA
P612-3	2019-11-01 22:00:00	354	NA	NA
P612-3	2019-11-01 23:00:00	485	NA	NA
P612-3	2019-11-02 00:00:00	327	NA	NA
P612-3	2019-11-02 01:00:00	254	NA	NA
P612-3	2019-11-02 02:00:00	199	NA	NA
P612-3	2019-11-02 03:00:00	485	NA	NA
P612-3	2019-11-02 04:00:00	610	NA	NA
P612-3	2019-11-02 05:00:00	325	NA	NA
P612-3	2019-11-02 07:00:00	375	NA	NA
P612-3	2019-11-02 08:00:00	500	NA	NA
P612-3	2019-11-02 09:00:00	1000	NA	NA
P612-3	2019-11-02 10:00:00	250	NA	NA
P612-3	2019-11-02 11:00:00	999	NA	NA
P612-3	2019-11-02 12:00:00	452	NA	NA
P612-3	2019-11-03 20:00:00	215	NA	NA
P612-3	2019-11-03 21:00:00	526	NA	NA
P612-3	2019-11-03 22:00:00	461	NA	NA
P612-3	2019-11-04 11:00:00	2	NA	NA
P612-3	2019-11-04 20:00:00	268	NA	NA
P612-3	2019-11-04 21:00:00	521	NA	NA
P612-3	2019-11-04 22:00:00	547	NA	NA
P612-3	2019-11-04 23:00:00	573	NA	NA
P612-3	2019-11-05 00:00:00	339	NA	NA
P612-3	2019-11-05 01:00:00	543	NA	NA
P612-3	2019-11-05 02:00:00	522	NA	NA
P612-3	2019-11-05 03:00:00	604	NA	NA
P612-3	2019-11-05 04:00:00	591	NA	NA
P612-3	2019-11-05 05:00:00	436	NA	NA
P612-3	2019-11-05 06:00:00	525	NA	NA
P612-3	2019-11-05 07:00:00	100	NA	NA
P612-3	2019-11-05 08:00:00	624	NA	NA
P612-3	2019-11-05 09:00:00	751	NA	NA
P612-3	2019-11-05 10:00:00	999	NA	NA
P612-3	2019-11-05 11:00:00	500	NA	NA
P612-3	2019-11-05 12:00:00	126	NA	NA
P612-3	2019-11-05 20:00:00	250	NA	NA
P612-3	2019-11-05 21:00:00	545	NA	NA
P612-3	2019-11-05 22:00:00	476	NA	NA
P612-3	2019-11-05 23:00:00	505	NA	NA
P612-3	2019-11-06 00:00:00	49	NA	NA
P612-4	2019-11-01 00:00:00	226	NA	NA
P612-4	2019-11-01 01:00:00	594	NA	NA
P612-4	2019-11-01 02:00:00	656	NA	NA
P612-4	2019-11-01 03:00:00	595	NA	NA
P612-4	2019-11-01 04:00:00	514	NA	NA
P612-4	2019-11-01 05:00:00	366	NA	NA
P612-4	2019-11-01 06:00:00	174	NA	NA
P612-4	2019-11-01 07:00:00	250	NA	NA
P612-4	2019-11-01 08:00:00	499	NA	NA
P612-4	2019-11-01 09:00:00	998	NA	NA
P612-4	2019-11-01 10:00:00	627	NA	NA
P612-4	2019-11-01 11:00:00	875	NA	NA
P612-4	2019-11-01 20:00:00	387	NA	NA
P612-4	2019-11-01 21:00:00	579	NA	NA
P612-4	2019-11-01 22:00:00	554	NA	NA
P612-4	2019-11-01 23:00:00	478	NA	NA
P612-4	2019-11-02 00:00:00	513	NA	NA
P612-4	2019-11-02 01:00:00	416	NA	NA
P612-4	2019-11-02 02:00:00	523	NA	NA
P612-4	2019-11-02 03:00:00	685	NA	NA
P612-4	2019-11-02 04:00:00	638	NA	NA
P612-4	2019-11-02 05:00:00	481	NA	NA
P612-4	2019-11-02 07:00:00	500	NA	NA
P612-4	2019-11-02 08:00:00	250	NA	NA
P612-4	2019-11-02 09:00:00	1000	NA	NA
P612-4	2019-11-02 10:00:00	375	NA	NA
P612-4	2019-11-02 11:00:00	875	NA	NA
P612-4	2019-11-02 12:00:00	484	NA	NA
P612-4	2019-11-03 20:00:00	211	NA	NA
P612-4	2019-11-03 21:00:00	574	NA	NA
P612-4	2019-11-03 22:00:00	507	NA	NA
P612-4	2019-11-04 02:00:00	20	NA	NA
P612-4	2019-11-04 20:00:00	269	NA	NA
P612-4	2019-11-04 21:00:00	624	NA	NA
P612-4	2019-11-04 22:00:00	516	NA	NA
P612-4	2019-11-04 23:00:00	485	NA	NA
P612-4	2019-11-05 00:00:00	404	NA	NA
P612-4	2019-11-05 01:00:00	603	NA	NA
P612-4	2019-11-05 02:00:00	634	NA	NA
P612-4	2019-11-05 03:00:00	636	NA	NA
P612-4	2019-11-05 04:00:00	630	NA	NA
P612-4	2019-11-05 05:00:00	457	NA	NA
P612-4	2019-11-05 06:00:00	463	NA	NA
P612-4	2019-11-05 07:00:00	43	NA	NA
P612-4	2019-11-05 08:00:00	622	NA	NA
P612-4	2019-11-05 09:00:00	751	NA	NA
P612-4	2019-11-05 10:00:00	998	NA	NA
P612-4	2019-11-05 11:00:00	501	NA	NA
P612-4	2019-11-05 12:00:00	126	NA	NA
P612-4	2019-11-05 20:00:00	301	NA	NA
P612-4	2019-11-05 21:00:00	626	NA	NA
P612-4	2019-11-05 22:00:00	586	NA	NA
P612-4	2019-11-05 23:00:00	484	NA	NA
P612-4	2019-11-06 00:00:00	152	NA	NA
P612-5	2019-11-01 00:00:00	206	NA	NA
P612-5	2019-11-01 01:00:00	602	NA	NA
P612-5	2019-11-01 02:00:00	488	NA	NA
P612-5	2019-11-01 03:00:00	663	NA	NA
P612-5	2019-11-01 04:00:00	526	NA	NA
P612-5	2019-11-01 05:00:00	510	NA	NA
P612-5	2019-11-01 06:00:00	270	NA	NA
P612-5	2019-11-01 07:00:00	375	NA	NA
P612-5	2019-11-01 08:00:00	250	NA	NA
P612-5	2019-11-01 09:00:00	1125	NA	NA
P612-5	2019-11-01 10:00:00	625	NA	NA
P612-5	2019-11-01 11:00:00	875	NA	NA
P612-5	2019-11-01 20:00:00	330	NA	NA
P612-5	2019-11-01 21:00:00	181	NA	NA
P612-5	2019-11-01 22:00:00	149	NA	NA
P612-5	2019-11-01 23:00:00	590	NA	NA
P612-5	2019-11-02 00:00:00	475	NA	NA
P612-5	2019-11-02 01:00:00	521	NA	NA
P612-5	2019-11-02 02:00:00	588	NA	NA
P612-5	2019-11-02 03:00:00	596	NA	NA
P612-5	2019-11-02 04:00:00	577	NA	NA
P612-5	2019-11-02 05:00:00	440	NA	NA
P612-5	2019-11-02 06:00:00	69	NA	NA
P612-5	2019-11-02 07:00:00	500	NA	NA
P612-5	2019-11-02 08:00:00	250	NA	NA
P612-5	2019-11-02 09:00:00	1125	NA	NA
P612-5	2019-11-02 10:00:00	125	NA	NA
P612-5	2019-11-03 20:00:00	107	NA	NA
P612-5	2019-11-03 21:00:00	626	NA	NA
P612-5	2019-11-03 22:00:00	469	NA	NA
P612-5	2019-11-04 00:00:00	221	NA	NA
P612-5	2019-11-04 20:00:00	221	NA	NA
P612-5	2019-11-04 21:00:00	606	NA	NA
P612-5	2019-11-04 22:00:00	596	NA	NA
P612-5	2019-11-04 23:00:00	504	NA	NA
P612-5	2019-11-05 00:00:00	487	NA	NA
P612-5	2019-11-05 01:00:00	635	NA	NA
P612-5	2019-11-05 02:00:00	560	NA	NA
P612-5	2019-11-05 03:00:00	598	NA	NA
P612-5	2019-11-05 04:00:00	558	NA	NA
P612-5	2019-11-05 05:00:00	596	NA	NA
P612-5	2019-11-05 06:00:00	612	NA	NA
P612-5	2019-11-05 07:00:00	232	NA	NA
P612-5	2019-11-05 08:00:00	625	NA	NA
P612-5	2019-11-05 09:00:00	749	NA	NA
P612-5	2019-11-05 10:00:00	876	NA	NA
P612-5	2019-11-05 11:00:00	624	NA	NA
P612-5	2019-11-05 12:00:00	125	NA	NA
P612-5	2019-11-05 20:00:00	218	NA	NA
P612-5	2019-11-05 21:00:00	640	NA	NA
P612-5	2019-11-05 22:00:00	628	NA	NA
P612-5	2019-11-05 23:00:00	571	NA	NA
P612-5	2019-11-06 00:00:00	62	NA	NA
P612-6	2019-11-01 00:00:00	7	NA	NA
P612-6	2019-11-05 21:00:00	290	NA	NA
P612-6	2019-11-05 22:00:00	625	NA	NA
P612-6	2019-11-05 23:00:00	580	NA	NA
P612-6	2019-11-06 00:00:00	305	NA	NA
P612-7	2019-11-01 00:00:00	6	NA	NA
P612-7	2019-11-01 01:00:00	565	NA	NA
P612-7	2019-11-01 02:00:00	674	NA	NA
P612-7	2019-11-01 03:00:00	525	NA	NA
P612-7	2019-11-01 04:00:00	402	NA	NA
P612-7	2019-11-01 05:00:00	396	NA	NA
P612-7	2019-11-01 06:00:00	262	NA	NA
P612-7	2019-11-01 20:00:00	301	NA	NA
P612-7	2019-11-01 21:00:00	520	NA	NA
P612-7	2019-11-01 22:00:00	414	NA	NA
P612-7	2019-11-02 00:00:00	313	NA	NA
P612-7	2019-11-02 01:00:00	238	NA	NA
P612-7	2019-11-02 02:00:00	434	NA	NA
P612-7	2019-11-02 03:00:00	598	NA	NA
P612-7	2019-11-02 04:00:00	630	NA	NA
P612-7	2019-11-02 05:00:00	452	NA	NA
P612-7	2019-11-02 06:00:00	2	NA	NA
P612-7	2019-11-04 20:00:00	312	NA	NA
P612-7	2019-11-04 21:00:00	529	NA	NA
P612-7	2019-11-04 22:00:00	248	NA	NA
P612-7	2019-11-04 23:00:00	387	NA	NA
P612-7	2019-11-05 00:00:00	217	NA	NA
P612-7	2019-11-05 01:00:00	591	NA	NA
P612-7	2019-11-05 02:00:00	636	NA	NA
P612-7	2019-11-05 03:00:00	690	NA	NA
P612-7	2019-11-05 04:00:00	338	NA	NA
P612-7	2019-11-05 05:00:00	658	NA	NA
P612-7	2019-11-05 06:00:00	652	NA	NA
P612-7	2019-11-05 07:00:00	14	NA	NA
P612-7	2019-11-05 08:00:00	625	NA	NA
P612-7	2019-11-05 09:00:00	750	NA	NA
P612-7	2019-11-05 10:00:00	1000	NA	NA
P612-7	2019-11-05 11:00:00	625	NA	NA
P612-7	2019-11-05 23:00:00	165	NA	NA
RPR	2019-11-01 01:00:00	NA	199	175
RPR	2019-11-01 02:00:00	NA	196	24
RPR	2019-11-01 03:00:00	NA	242	NA
RPR	2019-11-01 04:00:00	NA	167	409
RPR	2019-11-01 05:00:00	NA	105	NA
RPR	2019-11-01 06:00:00	NA	197	263
RPR	2019-11-01 07:00:00	NA	126	385
RPR	2019-11-01 08:00:00	NA	20	1
RPR	2019-11-01 09:00:00	NA	NA	2
RPR	2019-11-01 11:00:00	NA	NA	207
RPR	2019-11-01 12:00:00	NA	4	11
RPR	2019-11-01 16:00:00	NA	NA	1
RPR	2019-11-01 17:00:00	NA	27	NA
RPR	2019-11-01 21:00:00	NA	72	NA
RPR	2019-11-01 22:00:00	NA	69	NA
RPR	2019-11-01 23:00:00	NA	72	NA
RPR	2019-11-02 00:00:00	NA	64	NA
RPR	2019-11-02 01:00:00	NA	128	NA
RPR	2019-11-02 02:00:00	NA	133	108
RPR	2019-11-02 03:00:00	NA	205	NA
RPR	2019-11-02 04:00:00	NA	173	170
RPR	2019-11-02 05:00:00	NA	139	394
RPR	2019-11-02 06:00:00	NA	186	NA
RPR	2019-11-02 07:00:00	NA	NA	474
RPR	2019-11-02 08:00:00	NA	NA	25
RPR	2019-11-02 09:00:00	NA	NA	3
RPR	2019-11-02 10:00:00	NA	NA	41
RPR	2019-11-02 11:00:00	NA	4	NA
RPR	2019-11-03 21:00:00	NA	72	NA
RPR	2019-11-03 23:00:00	NA	72	NA
RPR	2019-11-04 00:00:00	NA	107	NA
RPR	2019-11-04 08:00:00	NA	NA	1
RPR	2019-11-04 10:00:00	NA	14	NA
RPR	2019-11-04 11:00:00	NA	NA	15
RPR	2019-11-04 12:00:00	NA	NA	1
RPR	2019-11-04 13:00:00	NA	NA	1
RPR	2019-11-04 15:00:00	NA	17	NA
RPR	2019-11-04 22:00:00	NA	135	NA
RPR	2019-11-04 23:00:00	NA	67	NA
RPR	2019-11-05 00:00:00	NA	139	245
RPR	2019-11-05 01:00:00	NA	125	NA
RPR	2019-11-05 02:00:00	NA	183	183
RPR	2019-11-05 03:00:00	NA	138	NA
RPR	2019-11-05 04:00:00	NA	144	311
RPR	2019-11-05 05:00:00	NA	215	139
RPR	2019-11-05 06:00:00	NA	181	1
RPR	2019-11-05 07:00:00	NA	150	434
RPR	2019-11-05 08:00:00	NA	51	134
RPR	2019-11-05 09:00:00	NA	24	NA
RPR	2019-11-05 10:00:00	NA	NA	178
RPR	2019-11-05 11:00:00	NA	NA	80
RPR	2019-11-05 12:00:00	NA	5	33
RPR	2019-11-05 14:00:00	NA	NA	1
RPR	2019-11-05 15:00:00	NA	NA	1
RPR	2019-11-05 16:00:00	NA	23	3
RPR	2019-11-05 17:00:00	NA	1	1
RPR	2019-11-05 21:00:00	NA	68	NA
RPR	2019-11-05 22:00:00	NA	71	NA
RPR	2019-11-05 23:00:00	NA	142	NA
RPR	2019-11-06 00:00:00	NA	136	NA
