NODES	DATETIME	AUTOMATION_RCVD	WL_BUILD	WL_RELEASE
A1C	2019-11-01 00:00:00	NA	55	182
A1C	2019-11-01 01:00:00	NA	533	120
A1C	2019-11-01 02:00:00	NA	540	770
A1C	2019-11-01 03:00:00	NA	457	228
A1C	2019-11-01 04:00:00	NA	769	611
A1C	2019-11-01 05:00:00	NA	698	490
A1C	2019-11-01 06:00:00	NA	627	744
A1C	2019-11-01 07:00:00	NA	299	1238
A1C	2019-11-01 08:00:00	NA	3	831
A1C	2019-11-01 09:00:00	NA	22	125
A1C	2019-11-01 10:00:00	NA	133	97
A1C	2019-11-01 11:00:00	NA	20	15
A1C	2019-11-01 12:00:00	NA	NA	3
A1C	2019-11-01 13:00:00	NA	NA	2
A1C	2019-11-01 14:00:00	NA	NA	8
A1C	2019-11-01 15:00:00	NA	9	4
A1C	2019-11-01 16:00:00	NA	60	5
A1C	2019-11-01 17:00:00	NA	13	8
A1C	2019-11-01 19:00:00	NA	10	NA
A1C	2019-11-01 20:00:00	NA	219	NA
A1C	2019-11-01 21:00:00	NA	264	NA
A1C	2019-11-01 22:00:00	NA	490	318
A1C	2019-11-01 23:00:00	NA	231	146
A1C	2019-11-02 00:00:00	NA	400	NA
A1C	2019-11-02 01:00:00	NA	663	824
A1C	2019-11-02 02:00:00	NA	701	795
A1C	2019-11-02 03:00:00	NA	613	682
A1C	2019-11-02 04:00:00	NA	780	952
A1C	2019-11-02 05:00:00	NA	626	596
A1C	2019-11-02 06:00:00	NA	296	978
A1C	2019-11-02 07:00:00	NA	22	207
A1C	2019-11-02 08:00:00	NA	29	107
A1C	2019-11-02 09:00:00	NA	146	4
A1C	2019-11-02 15:00:00	NA	38	1
A1C	2019-11-02 16:00:00	NA	NA	10
A1C	2019-11-02 23:00:00	NA	120	2
A1C	2019-11-03 00:00:00	NA	206	4
A1C	2019-11-03 01:00:00	NA	60	NA
A1C	2019-11-03 02:00:00	NA	151	370
A1C	2019-11-03 03:00:00	NA	387	213
A1C	2019-11-03 04:00:00	NA	31	296
A1C	2019-11-03 05:00:00	NA	NA	172
A1C	2019-11-03 06:00:00	NA	3	3
A1C	2019-11-03 08:00:00	NA	20	1
A1C	2019-11-03 09:00:00	NA	2	1
A1C	2019-11-03 12:00:00	NA	NA	1
A1C	2019-11-03 13:00:00	NA	NA	2
A1C	2019-11-03 16:00:00	NA	NA	15
A1C	2019-11-03 17:00:00	NA	NA	1
A1C	2019-11-03 23:00:00	NA	NA	1
A1C	2019-11-04 10:00:00	NA	NA	1
A1C	2019-11-04 11:00:00	NA	NA	2
A1C	2019-11-04 13:00:00	NA	NA	20
A1C	2019-11-04 14:00:00	NA	NA	2
A1C	2019-11-04 15:00:00	NA	4	3
A1C	2019-11-04 16:00:00	NA	NA	9
A1C	2019-11-04 17:00:00	NA	NA	7
A1C	2019-11-04 18:00:00	NA	1	NA
A1C	2019-11-04 20:00:00	NA	670	6
A1C	2019-11-04 21:00:00	NA	128	302
A1C	2019-11-04 22:00:00	NA	299	433
A1C	2019-11-04 23:00:00	NA	325	420
A1C	2019-11-05 00:00:00	NA	236	338
A1C	2019-11-05 01:00:00	NA	593	453
A1C	2019-11-05 02:00:00	NA	789	493
A1C	2019-11-05 03:00:00	NA	751	803
A1C	2019-11-05 04:00:00	NA	792	914
A1C	2019-11-05 05:00:00	NA	728	620
A1C	2019-11-05 06:00:00	NA	757	759
A1C	2019-11-05 07:00:00	NA	566	665
A1C	2019-11-05 08:00:00	NA	95	542
A1C	2019-11-05 09:00:00	NA	14	148
A1C	2019-11-05 10:00:00	NA	145	7
A1C	2019-11-05 11:00:00	NA	2	5
A1C	2019-11-05 12:00:00	NA	NA	4
A1C	2019-11-05 13:00:00	NA	NA	2
A1C	2019-11-05 14:00:00	NA	NA	1
A1C	2019-11-05 15:00:00	NA	NA	3
A1C	2019-11-05 16:00:00	NA	16	21
A1C	2019-11-05 17:00:00	NA	70	6
A1C	2019-11-05 19:00:00	NA	NA	7
A1C	2019-11-05 20:00:00	NA	550	NA
A1C	2019-11-05 21:00:00	NA	110	12
A1C	2019-11-05 22:00:00	NA	241	517
A1C	2019-11-05 23:00:00	NA	447	773
A1C	2019-11-06 00:00:00	NA	121	10
ARCTECT	2019-11-01 00:00:00	NA	NA	4
ARCTECT	2019-11-01 01:00:00	NA	300	119
ARCTECT	2019-11-01 02:00:00	NA	300	489
ARCTECT	2019-11-01 03:00:00	NA	400	229
ARCTECT	2019-11-01 04:00:00	NA	250	1
ARCTECT	2019-11-01 05:00:00	NA	192	2
ARCTECT	2019-11-01 06:00:00	NA	231	NA
ARCTECT	2019-11-01 07:00:00	NA	92	1237
ARCTECT	2019-11-01 08:00:00	NA	NA	158
ARCTECT	2019-11-01 09:00:00	NA	18	8
ARCTECT	2019-11-01 10:00:00	NA	NA	61
ARCTECT	2019-11-01 11:00:00	NA	NA	2
ARCTECT	2019-11-01 12:00:00	NA	1	5
ARCTECT	2019-11-01 13:00:00	NA	NA	1
ARCTECT	2019-11-01 14:00:00	NA	NA	1
ARCTECT	2019-11-01 15:00:00	NA	NA	14
ARCTECT	2019-11-01 16:00:00	NA	NA	2
ARCTECT	2019-11-01 17:00:00	NA	29	NA
ARCTECT	2019-11-01 19:00:00	NA	NA	5
ARCTECT	2019-11-01 21:00:00	NA	125	NA
ARCTECT	2019-11-01 22:00:00	NA	169	3
ARCTECT	2019-11-01 23:00:00	NA	102	23
ARCTECT	2019-11-02 00:00:00	NA	154	4
ARCTECT	2019-11-02 01:00:00	NA	181	418
ARCTECT	2019-11-02 02:00:00	NA	200	253
ARCTECT	2019-11-02 03:00:00	NA	350	78
ARCTECT	2019-11-02 04:00:00	NA	178	2
ARCTECT	2019-11-02 05:00:00	NA	272	5
ARCTECT	2019-11-02 06:00:00	NA	156	886
ARCTECT	2019-11-02 07:00:00	NA	6	162
ARCTECT	2019-11-02 08:00:00	NA	18	33
ARCTECT	2019-11-02 09:00:00	NA	NA	3
ARCTECT	2019-11-02 23:00:00	NA	50	NA
ARCTECT	2019-11-03 21:00:00	NA	100	NA
ARCTECT	2019-11-03 22:00:00	NA	50	NA
ARCTECT	2019-11-03 23:00:00	NA	150	NA
ARCTECT	2019-11-04 00:00:00	NA	50	NA
ARCTECT	2019-11-04 08:00:00	NA	NA	1
ARCTECT	2019-11-04 11:00:00	NA	NA	2
ARCTECT	2019-11-04 13:00:00	NA	NA	3
ARCTECT	2019-11-04 14:00:00	NA	NA	10
ARCTECT	2019-11-04 15:00:00	NA	29	3
ARCTECT	2019-11-04 16:00:00	NA	NA	15
ARCTECT	2019-11-04 17:00:00	NA	NA	2
ARCTECT	2019-11-04 18:00:00	NA	NA	1
ARCTECT	2019-11-04 20:00:00	NA	NA	2
ARCTECT	2019-11-04 21:00:00	NA	50	2
ARCTECT	2019-11-04 22:00:00	NA	242	4
ARCTECT	2019-11-04 23:00:00	NA	108	360
ARCTECT	2019-11-05 00:00:00	NA	182	78
ARCTECT	2019-11-05 01:00:00	NA	218	353
ARCTECT	2019-11-05 02:00:00	NA	300	301
ARCTECT	2019-11-05 03:00:00	NA	300	11
ARCTECT	2019-11-05 04:00:00	NA	200	509
ARCTECT	2019-11-05 05:00:00	NA	300	7
ARCTECT	2019-11-05 06:00:00	NA	250	667
ARCTECT	2019-11-05 07:00:00	NA	138	104
ARCTECT	2019-11-05 08:00:00	NA	23	261
ARCTECT	2019-11-05 09:00:00	NA	11	69
ARCTECT	2019-11-05 10:00:00	NA	7	10
ARCTECT	2019-11-05 11:00:00	NA	NA	7
ARCTECT	2019-11-05 12:00:00	NA	NA	4
ARCTECT	2019-11-05 13:00:00	NA	NA	1
ARCTECT	2019-11-05 14:00:00	NA	NA	2
ARCTECT	2019-11-05 15:00:00	NA	NA	9
ARCTECT	2019-11-05 16:00:00	NA	17	11
ARCTECT	2019-11-05 17:00:00	NA	NA	3
ARCTECT	2019-11-05 19:00:00	NA	NA	6
ARCTECT	2019-11-05 21:00:00	NA	100	5
ARCTECT	2019-11-05 22:00:00	NA	250	6
ARCTECT	2019-11-05 23:00:00	NA	200	23
ARCTECT	2019-11-06 00:00:00	NA	100	4
Automate3	2019-11-01 00:00:00	42	NA	NA
Automate3	2019-11-01 01:00:00	310	NA	NA
Automate3	2019-11-01 02:00:00	368	NA	NA
Automate3	2019-11-01 03:00:00	532	NA	NA
Automate3	2019-11-01 04:00:00	454	NA	NA
Automate3	2019-11-01 05:00:00	369	NA	NA
Automate3	2019-11-01 06:00:00	282	NA	NA
Automate3	2019-11-01 07:00:00	533	NA	NA
Automate3	2019-11-01 08:00:00	621	NA	NA
Automate3	2019-11-01 09:00:00	1077	NA	NA
Automate3	2019-11-01 10:00:00	87	NA	NA
Automate3	2019-11-01 11:00:00	1158	NA	NA
Automate3	2019-11-01 20:00:00	70	NA	NA
Automate3	2019-11-01 21:00:00	241	NA	NA
Automate3	2019-11-01 22:00:00	345	NA	NA
Automate3	2019-11-01 23:00:00	260	NA	NA
Automate3	2019-11-02 00:00:00	166	NA	NA
Automate3	2019-11-02 01:00:00	379	NA	NA
Automate3	2019-11-02 02:00:00	551	NA	NA
Automate3	2019-11-02 03:00:00	489	NA	NA
Automate3	2019-11-02 04:00:00	410	NA	NA
Automate3	2019-11-02 05:00:00	284	NA	NA
Automate3	2019-11-02 06:00:00	72	NA	NA
Automate3	2019-11-02 07:00:00	574	NA	NA
Automate3	2019-11-02 08:00:00	547	NA	NA
Automate3	2019-11-02 09:00:00	570	NA	NA
Automate3	2019-11-02 10:00:00	544	NA	NA
Automate3	2019-11-02 11:00:00	848	NA	NA
Automate3	2019-11-02 12:00:00	5	NA	NA
Automate3	2019-11-03 21:00:00	244	NA	NA
Automate3	2019-11-03 22:00:00	304	NA	NA
Automate3	2019-11-03 23:00:00	98	NA	NA
Automate3	2019-11-04 00:00:00	42	NA	NA
Automate3	2019-11-04 20:00:00	128	NA	NA
Automate3	2019-11-04 21:00:00	218	NA	NA
Automate3	2019-11-04 22:00:00	352	NA	NA
Automate3	2019-11-04 23:00:00	285	NA	NA
Automate3	2019-11-05 00:00:00	279	NA	NA
Automate3	2019-11-05 01:00:00	419	NA	NA
Automate3	2019-11-05 02:00:00	577	NA	NA
Automate3	2019-11-05 03:00:00	487	NA	NA
Automate3	2019-11-05 04:00:00	452	NA	NA
Automate3	2019-11-05 05:00:00	238	NA	NA
Automate3	2019-11-05 06:00:00	356	NA	NA
Automate3	2019-11-05 07:00:00	196	NA	NA
Automate3	2019-11-05 08:00:00	550	NA	NA
Automate3	2019-11-05 09:00:00	1337	NA	NA
Automate3	2019-11-05 10:00:00	1523	NA	NA
Automate3	2019-11-05 11:00:00	796	NA	NA
Automate3	2019-11-05 12:00:00	1144	NA	NA
Automate3	2019-11-05 13:00:00	1735	NA	NA
Automate3	2019-11-05 14:00:00	24	NA	NA
Automate3	2019-11-05 15:00:00	74	NA	NA
Automate3	2019-11-05 20:00:00	233	NA	NA
Automate3	2019-11-05 21:00:00	334	NA	NA
Automate3	2019-11-05 22:00:00	375	NA	NA
Automate3	2019-11-05 23:00:00	429	NA	NA
Automate3	2019-11-06 00:00:00	122	NA	NA
Automate5	2019-11-01 00:00:00	56	NA	NA
Automate5	2019-11-01 01:00:00	331	NA	NA
Automate5	2019-11-01 02:00:00	295	NA	NA
Automate5	2019-11-01 03:00:00	397	NA	NA
Automate5	2019-11-01 04:00:00	355	NA	NA
Automate5	2019-11-01 05:00:00	290	NA	NA
Automate5	2019-11-01 06:00:00	105	NA	NA
Automate5	2019-11-01 07:00:00	561	NA	NA
Automate5	2019-11-01 08:00:00	636	NA	NA
Automate5	2019-11-01 09:00:00	1200	NA	NA
Automate5	2019-11-01 10:00:00	1394	NA	NA
Automate5	2019-11-01 11:00:00	1574	NA	NA
Automate5	2019-11-01 12:00:00	25	NA	NA
Automate5	2019-11-01 14:00:00	15	NA	NA
Automate5	2019-11-01 20:00:00	54	NA	NA
Automate5	2019-11-01 21:00:00	1396	NA	NA
Automate5	2019-11-01 22:00:00	438	NA	NA
Automate5	2019-11-01 23:00:00	248	NA	NA
Automate5	2019-11-02 00:00:00	272	NA	NA
Automate5	2019-11-02 01:00:00	43	NA	NA
Automate5	2019-11-02 02:00:00	237	NA	NA
Automate5	2019-11-02 03:00:00	1	NA	NA
Automate5	2019-11-02 07:00:00	574	NA	NA
Automate5	2019-11-02 08:00:00	310	NA	NA
Automate5	2019-11-02 09:00:00	899	NA	NA
Automate5	2019-11-02 10:00:00	102	NA	NA
Automate5	2019-11-02 11:00:00	559	NA	NA
Automate5	2019-11-03 20:00:00	52	NA	NA
Automate5	2019-11-03 21:00:00	521	NA	NA
Automate5	2019-11-03 22:00:00	336	NA	NA
Automate5	2019-11-04 01:00:00	747	NA	NA
Automate5	2019-11-04 02:00:00	74	NA	NA
Automate5	2019-11-04 11:00:00	44	NA	NA
Automate5	2019-11-04 20:00:00	1180	NA	NA
Automate5	2019-11-04 21:00:00	1132	NA	NA
Automate5	2019-11-04 22:00:00	74	NA	NA
Automate5	2019-11-05 08:00:00	600	NA	NA
Automate5	2019-11-05 09:00:00	1534	NA	NA
Automate5	2019-11-05 10:00:00	1355	NA	NA
Automate5	2019-11-05 11:00:00	596	NA	NA
Automate5	2019-11-05 12:00:00	1734	NA	NA
Automate5	2019-11-05 13:00:00	1460	NA	NA
Automate5	2019-11-05 14:00:00	2	NA	NA
Automate5	2019-11-05 20:00:00	872	NA	NA
Automate5	2019-11-05 21:00:00	554	NA	NA
Automate5	2019-11-05 22:00:00	4	NA	NA
Automate5	2019-11-05 23:00:00	92	NA	NA
Automate5	2019-11-06 00:00:00	47	NA	NA
Automate6	2019-11-01 00:00:00	56	NA	NA
Automate6	2019-11-01 01:00:00	422	NA	NA
Automate6	2019-11-01 02:00:00	323	NA	NA
Automate6	2019-11-01 03:00:00	510	NA	NA
Automate6	2019-11-01 04:00:00	484	NA	NA
Automate6	2019-11-01 05:00:00	270	NA	NA
Automate6	2019-11-01 06:00:00	248	NA	NA
Automate6	2019-11-01 07:00:00	523	NA	NA
Automate6	2019-11-01 08:00:00	631	NA	NA
Automate6	2019-11-01 09:00:00	1034	NA	NA
Automate6	2019-11-01 10:00:00	138	NA	NA
Automate6	2019-11-01 15:00:00	249	NA	NA
Automate6	2019-11-01 16:00:00	277	NA	NA
Automate6	2019-11-01 20:00:00	173	NA	NA
Automate6	2019-11-01 21:00:00	1664	NA	NA
Automate6	2019-11-01 22:00:00	298	NA	NA
Automate6	2019-11-01 23:00:00	324	NA	NA
Automate6	2019-11-02 00:00:00	316	NA	NA
Automate6	2019-11-02 01:00:00	318	NA	NA
Automate6	2019-11-02 02:00:00	392	NA	NA
Automate6	2019-11-02 03:00:00	581	NA	NA
Automate6	2019-11-02 04:00:00	385	NA	NA
Automate6	2019-11-02 05:00:00	409	NA	NA
Automate6	2019-11-02 06:00:00	4	NA	NA
Automate6	2019-11-02 07:00:00	580	NA	NA
Automate6	2019-11-02 08:00:00	461	NA	NA
Automate6	2019-11-02 09:00:00	467	NA	NA
Automate6	2019-11-02 11:00:00	476	NA	NA
Automate6	2019-11-02 12:00:00	252	NA	NA
Automate6	2019-11-02 13:00:00	437	NA	NA
Automate6	2019-11-02 14:00:00	4	NA	NA
Automate6	2019-11-02 15:00:00	124	NA	NA
Automate6	2019-11-03 21:00:00	1	NA	NA
Automate6	2019-11-04 07:00:00	1994	NA	NA
Automate6	2019-11-04 08:00:00	2121	NA	NA
Automate6	2019-11-04 09:00:00	2212	NA	NA
Automate6	2019-11-04 10:00:00	1476	NA	NA
Automate6	2019-11-04 11:00:00	10	NA	NA
Automate6	2019-11-04 20:00:00	1815	NA	NA
Automate6	2019-11-04 21:00:00	1406	NA	NA
Automate6	2019-11-04 22:00:00	215	NA	NA
Automate6	2019-11-04 23:00:00	137	NA	NA
Automate6	2019-11-05 00:00:00	183	NA	NA
Automate6	2019-11-05 01:00:00	535	NA	NA
Automate6	2019-11-05 02:00:00	466	NA	NA
Automate6	2019-11-05 03:00:00	412	NA	NA
Automate6	2019-11-05 04:00:00	427	NA	NA
Automate6	2019-11-05 05:00:00	301	NA	NA
Automate6	2019-11-05 06:00:00	548	NA	NA
Automate6	2019-11-05 07:00:00	240	NA	NA
Automate6	2019-11-05 08:00:00	526	NA	NA
Automate6	2019-11-05 09:00:00	1412	NA	NA
Automate6	2019-11-05 10:00:00	1097	NA	NA
Automate6	2019-11-05 11:00:00	917	NA	NA
Automate6	2019-11-05 12:00:00	1477	NA	NA
Automate6	2019-11-05 13:00:00	1449	NA	NA
Automate6	2019-11-05 14:00:00	321	NA	NA
Automate6	2019-11-05 15:00:00	287	NA	NA
Automate6	2019-11-05 16:00:00	2	NA	NA
Automate6	2019-11-05 20:00:00	1147	NA	NA
Automate6	2019-11-05 21:00:00	1147	NA	NA
Automate6	2019-11-05 22:00:00	197	NA	NA
Automate6	2019-11-05 23:00:00	388	NA	NA
Automate6	2019-11-06 00:00:00	35	NA	NA
BIM1	2019-11-01 00:00:00	39	NA	NA
BIM1	2019-11-01 01:00:00	497	NA	NA
BIM1	2019-11-01 02:00:00	93	NA	NA
BIM1	2019-11-01 03:00:00	16	NA	NA
BIM1	2019-11-01 04:00:00	459	NA	NA
BIM1	2019-11-01 05:00:00	514	NA	NA
BIM1	2019-11-01 06:00:00	367	NA	NA
BIM1	2019-11-01 07:00:00	18	NA	NA
BIM1	2019-11-01 08:00:00	3	NA	NA
BIM1	2019-11-01 15:00:00	65	NA	NA
BIM1	2019-11-01 19:00:00	10	NA	NA
BIM1	2019-11-01 20:00:00	67	NA	NA
BIM1	2019-11-01 21:00:00	83	NA	NA
BIM1	2019-11-01 22:00:00	157	NA	NA
BIM1	2019-11-01 23:00:00	524	NA	NA
BIM1	2019-11-02 00:00:00	435	NA	NA
BIM1	2019-11-02 01:00:00	577	NA	NA
BIM1	2019-11-02 02:00:00	453	NA	NA
BIM1	2019-11-02 03:00:00	29	NA	NA
BIM1	2019-11-02 04:00:00	616	NA	NA
BIM1	2019-11-02 05:00:00	230	NA	NA
BIM1	2019-11-02 06:00:00	16	NA	NA
BIM1	2019-11-02 07:00:00	4	NA	NA
BIM1	2019-11-02 08:00:00	36	NA	NA
BIM1	2019-11-02 23:00:00	291	NA	NA
BIM1	2019-11-03 00:00:00	32	NA	NA
BIM1	2019-11-03 01:00:00	4	NA	NA
BIM1	2019-11-03 02:00:00	249	NA	NA
BIM1	2019-11-03 03:00:00	47	NA	NA
BIM1	2019-11-04 20:00:00	265	NA	NA
BIM1	2019-11-04 21:00:00	247	NA	NA
BIM1	2019-11-04 22:00:00	378	NA	NA
BIM1	2019-11-04 23:00:00	354	NA	NA
BIM1	2019-11-05 00:00:00	163	NA	NA
BIM1	2019-11-05 01:00:00	467	NA	NA
BIM1	2019-11-05 02:00:00	683	NA	NA
BIM1	2019-11-05 03:00:00	663	NA	NA
BIM1	2019-11-05 04:00:00	711	NA	NA
BIM1	2019-11-05 05:00:00	531	NA	NA
BIM1	2019-11-05 06:00:00	68	NA	NA
BIM1	2019-11-05 07:00:00	484	NA	NA
BIM1	2019-11-05 08:00:00	4	NA	NA
BIM1	2019-11-05 09:00:00	8	NA	NA
BIM1	2019-11-05 10:00:00	4	NA	NA
BIM1	2019-11-05 20:00:00	474	NA	NA
BIM1	2019-11-05 21:00:00	233	NA	NA
BIM1	2019-11-05 23:00:00	405	NA	NA
BIM1	2019-11-06 00:00:00	55	NA	NA
BIM2	2019-11-01 00:00:00	90	NA	NA
BIM2	2019-11-01 01:00:00	723	NA	NA
BIM2	2019-11-01 02:00:00	657	NA	NA
BIM2	2019-11-01 03:00:00	686	NA	NA
BIM2	2019-11-01 04:00:00	693	NA	NA
BIM2	2019-11-01 05:00:00	772	NA	NA
BIM2	2019-11-01 06:00:00	578	NA	NA
BIM2	2019-11-01 07:00:00	39	NA	NA
BIM2	2019-11-01 08:00:00	1	NA	NA
BIM2	2019-11-01 10:00:00	4	NA	NA
BIM2	2019-11-01 15:00:00	57	NA	NA
BIM2	2019-11-01 16:00:00	8	NA	NA
BIM2	2019-11-01 19:00:00	44	NA	NA
BIM2	2019-11-01 20:00:00	261	NA	NA
BIM2	2019-11-01 21:00:00	335	NA	NA
BIM2	2019-11-01 22:00:00	396	NA	NA
BIM2	2019-11-01 23:00:00	349	NA	NA
BIM2	2019-11-02 00:00:00	392	NA	NA
BIM2	2019-11-02 01:00:00	587	NA	NA
BIM2	2019-11-02 02:00:00	680	NA	NA
BIM2	2019-11-02 03:00:00	623	NA	NA
BIM2	2019-11-02 04:00:00	615	NA	NA
BIM2	2019-11-02 05:00:00	677	NA	NA
BIM2	2019-11-02 06:00:00	151	NA	NA
BIM2	2019-11-02 07:00:00	7	NA	NA
BIM2	2019-11-02 08:00:00	13	NA	NA
BIM2	2019-11-02 23:00:00	132	NA	NA
BIM2	2019-11-03 00:00:00	4	NA	NA
BIM2	2019-11-03 02:00:00	233	NA	NA
BIM2	2019-11-03 03:00:00	273	NA	NA
BIM2	2019-11-03 04:00:00	12	NA	NA
BIM2	2019-11-03 08:00:00	1	NA	NA
BIM2	2019-11-04 20:00:00	476	NA	NA
BIM2	2019-11-04 21:00:00	22	NA	NA
BIM2	2019-11-04 22:00:00	407	NA	NA
BIM2	2019-11-04 23:00:00	485	NA	NA
BIM2	2019-11-05 00:00:00	202	NA	NA
BIM2	2019-11-05 01:00:00	572	NA	NA
BIM2	2019-11-05 02:00:00	612	NA	NA
BIM2	2019-11-05 03:00:00	687	NA	NA
BIM2	2019-11-05 04:00:00	617	NA	NA
BIM2	2019-11-05 05:00:00	644	NA	NA
BIM2	2019-11-05 06:00:00	724	NA	NA
BIM2	2019-11-05 07:00:00	380	NA	NA
BIM2	2019-11-05 10:00:00	1	NA	NA
BIM2	2019-11-05 17:00:00	101	NA	NA
BIM2	2019-11-05 20:00:00	315	NA	NA
BIM2	2019-11-05 21:00:00	75	NA	NA
BIM2	2019-11-05 22:00:00	372	NA	NA
BIM2	2019-11-05 23:00:00	467	NA	NA
BIM2	2019-11-06 00:00:00	15	NA	NA
BIM3	2019-11-01 01:00:00	203	NA	NA
BIM3	2019-11-01 02:00:00	483	NA	NA
BIM3	2019-11-01 03:00:00	497	NA	NA
BIM3	2019-11-01 04:00:00	695	NA	NA
BIM3	2019-11-01 05:00:00	634	NA	NA
BIM3	2019-11-01 06:00:00	510	NA	NA
BIM3	2019-11-01 07:00:00	95	NA	NA
BIM3	2019-11-01 08:00:00	4	NA	NA
BIM3	2019-11-01 09:00:00	3	NA	NA
BIM3	2019-11-01 10:00:00	8	NA	NA
BIM3	2019-11-01 15:00:00	44	NA	NA
BIM3	2019-11-01 16:00:00	6	NA	NA
BIM3	2019-11-01 19:00:00	67	NA	NA
BIM3	2019-11-01 20:00:00	260	NA	NA
BIM3	2019-11-01 21:00:00	381	NA	NA
BIM3	2019-11-01 22:00:00	284	NA	NA
BIM3	2019-11-01 23:00:00	1	NA	NA
BIM3	2019-11-02 00:00:00	278	NA	NA
BIM3	2019-11-02 01:00:00	69	NA	NA
BIM3	2019-11-02 02:00:00	619	NA	NA
BIM3	2019-11-02 03:00:00	557	NA	NA
BIM3	2019-11-02 04:00:00	620	NA	NA
BIM3	2019-11-02 05:00:00	533	NA	NA
BIM3	2019-11-02 06:00:00	69	NA	NA
BIM3	2019-11-02 07:00:00	6	NA	NA
BIM3	2019-11-02 08:00:00	1	NA	NA
BIM3	2019-11-02 23:00:00	139	NA	NA
BIM3	2019-11-03 00:00:00	125	NA	NA
BIM3	2019-11-03 02:00:00	268	NA	NA
BIM3	2019-11-03 03:00:00	98	NA	NA
BIM3	2019-11-03 04:00:00	32	NA	NA
BIM3	2019-11-04 09:00:00	93	NA	NA
BIM3	2019-11-04 19:00:00	17	NA	NA
BIM3	2019-11-04 20:00:00	429	NA	NA
BIM3	2019-11-04 21:00:00	80	NA	NA
BIM3	2019-11-04 22:00:00	165	NA	NA
BIM3	2019-11-05 00:00:00	408	NA	NA
BIM3	2019-11-05 01:00:00	500	NA	NA
BIM3	2019-11-05 02:00:00	633	NA	NA
BIM3	2019-11-05 03:00:00	610	NA	NA
BIM3	2019-11-05 04:00:00	305	NA	NA
BIM3	2019-11-05 05:00:00	605	NA	NA
BIM3	2019-11-05 06:00:00	603	NA	NA
BIM3	2019-11-05 07:00:00	263	NA	NA
BIM3	2019-11-05 17:00:00	77	NA	NA
BIM3	2019-11-05 20:00:00	505	NA	NA
BIM3	2019-11-05 22:00:00	461	NA	NA
BIM3	2019-11-05 23:00:00	554	NA	NA
BIM3	2019-11-06 00:00:00	143	NA	NA
COAG1	2019-11-01 00:00:00	NA	102	4
COAG1	2019-11-01 01:00:00	NA	97	2
COAG1	2019-11-01 02:00:00	NA	6	NA
COAG1	2019-11-01 03:00:00	NA	81	150
COAG1	2019-11-01 04:00:00	NA	29	NA
COAG1	2019-11-01 05:00:00	NA	119	148
COAG1	2019-11-01 06:00:00	NA	65	76
COAG1	2019-11-01 07:00:00	NA	NA	109
COAG1	2019-11-01 08:00:00	NA	6	6
COAG1	2019-11-01 09:00:00	NA	NA	5
COAG1	2019-11-01 10:00:00	NA	NA	8
COAG1	2019-11-01 11:00:00	NA	NA	6
COAG1	2019-11-01 12:00:00	NA	NA	3
COAG1	2019-11-01 13:00:00	NA	NA	5
COAG1	2019-11-01 14:00:00	NA	NA	4
COAG1	2019-11-01 15:00:00	NA	NA	6
COAG1	2019-11-01 16:00:00	NA	NA	6
COAG1	2019-11-01 17:00:00	NA	NA	8
COAG1	2019-11-01 18:00:00	NA	NA	5
COAG1	2019-11-02 00:00:00	NA	91	NA
COAG1	2019-11-02 01:00:00	NA	39	NA
COAG1	2019-11-02 02:00:00	NA	22	1
COAG1	2019-11-02 03:00:00	NA	76	NA
COAG1	2019-11-02 04:00:00	NA	127	147
COAG1	2019-11-02 05:00:00	NA	29	151
COAG1	2019-11-02 06:00:00	NA	52	118
COAG1	2019-11-02 07:00:00	NA	4	9
COAG1	2019-11-02 08:00:00	NA	NA	1
COAG1	2019-11-02 09:00:00	NA	NA	1
COAG1	2019-11-02 12:00:00	NA	NA	1
COAG1	2019-11-02 13:00:00	NA	NA	2
COAG1	2019-11-02 14:00:00	NA	NA	1
COAG1	2019-11-02 15:00:00	NA	NA	1
COAG1	2019-11-02 16:00:00	NA	NA	4
COAG1	2019-11-02 18:00:00	NA	NA	1
COAG1	2019-11-02 21:00:00	NA	NA	4
COAG1	2019-11-02 23:00:00	NA	NA	2
COAG1	2019-11-03 01:00:00	NA	NA	1
COAG1	2019-11-03 05:00:00	NA	32	NA
COAG1	2019-11-03 07:00:00	NA	NA	32
COAG1	2019-11-03 08:00:00	NA	NA	1
COAG1	2019-11-03 13:00:00	NA	NA	1
COAG1	2019-11-03 16:00:00	NA	NA	2
COAG1	2019-11-03 19:00:00	NA	6	NA
COAG1	2019-11-03 20:00:00	NA	1	NA
COAG1	2019-11-03 21:00:00	NA	4	1
COAG1	2019-11-03 22:00:00	NA	1	1
COAG1	2019-11-04 10:00:00	NA	NA	2
COAG1	2019-11-04 11:00:00	NA	NA	12
COAG1	2019-11-04 12:00:00	NA	NA	8
COAG1	2019-11-04 13:00:00	NA	NA	7
COAG1	2019-11-04 14:00:00	NA	NA	9
COAG1	2019-11-04 15:00:00	NA	NA	11
COAG1	2019-11-04 16:00:00	NA	NA	6
COAG1	2019-11-04 17:00:00	NA	NA	4
COAG1	2019-11-04 18:00:00	NA	NA	1
COAG1	2019-11-04 19:00:00	NA	NA	2
COAG1	2019-11-04 20:00:00	NA	NA	2
COAG1	2019-11-05 00:00:00	NA	116	2
COAG1	2019-11-05 01:00:00	NA	106	6
COAG1	2019-11-05 02:00:00	NA	114	NA
